turn,us_china_tension,shared_infrastructure,scientific_openness,mars_progress,neutral_access,us_power,china_power,us_public_cooperation,china_public_cooperation,third_force_strength,international_trust,run,event
0,60,15,30,20,20,80,78,40,35,10,30,89,initial
1,59,22,30,20,22,80,79,40,35,10,33,89,none
2,67,27,30,20,16,80,79,40,35,10,31,89,none
3,77,32,30,20,15,81,79,39,34,10,29,89,new_ice_discovery
4,85,37,36,20,9,81,79,38,33,10,29,89,scientific_discovery
5,85,46,36,20,9,82,79,38,33,10,32,89,none
6,92,50,36,20,6,82,79,38,33,10,31,89,none
7,92,59,36,20,6,81,79,38,33,10,34,89,none
8,90,68,36,20,6,82,78,38,33,10,38,89,us_base_accident
9,90,77,36,20,6,82,78,38,33,10,41,89,none
10,96,80,36,20,6,82,78,38,33,10,41,89,none
0,60,15,30,20,20,80,78,40,35,10,30,90,initial
1,59,21,30,20,21,81,78,40,35,10,32,90,none
2,59,29,30,20,20,81,79,40,35,10,34,90,none
3,59,37,30,20,19,80,79,40,35,10,36,90,none
4,66,41,30,20,16,80,79,41,36,10,35,90,none
5,65,48,30,20,18,81,80,42,37,10,38,90,none
6,72,52,30,20,15,81,80,42,37,10,37,90,none
7,71,59,30,20,17,82,80,42,37,10,40,90,none
8,78,63,30,20,14,82,79,42,37,10,39,90,none
9,76,72,30,20,14,82,79,42,37,10,43,90,us_base_accident
10,78,78,30,20,21,82,80,42,37,19,44,90,india_transport_success
0,60,15,30,20,20,80,78,40,35,10,30,91,initial
1,52,26,30,20,24,80,79,40,35,10,36,91,none
2,60,25,41,20,21,81,79,40,35,10,38,91,scientific_discovery
3,58,34,41,20,21,81,79,40,35,10,42,91,chinese_base_accident
4,59,44,41,20,18,81,79,41,36,10,44,91,none
5,66,48,41,20,15,80,79,42,37,10,43,91,none
6,68,52,41,20,19,80,79,43,38,15,44,91,india_transport_success
7,60,63,41,20,23,80,79,44,39,15,50,91,none
8,59,70,41,20,25,81,79,46,41,15,53,91,none
9,51,85,41,20,25,80,78,48,43,15,60,91,us_base_accident
10,50,92,41,20,27,81,79,50,45,15,63,91,none
0,60,15,30,20,20,80,78,40,35,10,30,92,initial
1,59,22,30,20,22,80,78,40,35,10,33,92,none
2,67,27,30,20,16,80,78,40,35,10,31,92,none
3,68,37,30,20,13,79,78,40,35,10,33,92,none
4,68,46,30,20,13,79,78,41,36,10,36,92,none
5,68,54,30,20,12,79,78,42,37,10,38,92,none
6,67,61,30,20,14,79,78,43,38,10,41,92,none
7,67,70,30,20,14,80,77,44,39,10,44,92,none
8,67,78,36,20,13,81,76,45,40,10,48,92,scientific_discovery
9,66,85,36,20,15,81,76,47,42,10,51,92,none
10,59,91,41,20,19,81,77,49,44,10,58,92,none
0,60,15,30,20,20,80,78,40,35,10,30,93,initial
1,59,22,30,20,22,80,78,40,35,10,33,93,none
2,67,27,30,20,16,79,78,40,35,10,31,93,none
3,66,33,30,20,17,79,78,40,35,10,33,93,none
4,72,36,30,20,17,78,78,39,34,10,33,93,none
5,79,40,30,20,14,78,79,38,33,10,32,93,none
6,86,44,30,20,11,77,79,38,33,10,31,93,none
7,85,51,30,20,13,78,79,38,33,10,34,93,none
8,84,61,30,20,10,78,80,38,33,10,37,93,us_base_accident
9,83,68,30,20,12,77,81,38,33,10,40,93,none
10,90,72,30,30,9,76,82,38,33,10,39,93,mars_breakthrough
0,60,15,30,20,20,80,78,40,35,10,30,94,initial
1,66,18,30,20,20,80,79,40,35,10,30,94,none
2,73,22,30,20,17,81,80,39,34,10,29,94,none
3,80,26,30,20,14,81,80,38,33,10,28,94,none
4,72,37,30,20,18,80,80,37,32,10,34,94,none
5,80,42,30,20,12,81,81,37,32,10,32,94,none
6,78,47,36,24,6,81,81,37,32,18,38,94,rare_unknown
7,86,52,36,24,0,82,81,37,32,18,36,94,none
8,89,59,36,24,0,82,81,37,32,22,36,94,none
9,83,71,36,24,3,81,82,37,32,26,41,94,us_base_accident
10,92,74,36,24,4,81,81,37,32,26,39,94,new_ice_discovery
0,60,15,30,20,20,80,78,40,35,10,30,95,initial
1,68,20,30,20,14,79,78,40,35,10,28,95,none
2,67,27,30,20,16,79,77,40,35,10,31,95,none
3,68,37,30,20,13,80,77,40,35,10,33,95,none
4,67,44,30,20,15,80,77,41,36,10,36,95,none
5,74,48,30,20,12,79,77,41,36,10,35,95,none
6,80,51,30,20,12,79,76,41,36,10,35,95,none
7,87,55,30,20,9,79,77,41,36,10,34,95,none
8,93,58,30,20,9,79,78,41,36,10,34,95,none
9,92,65,30,20,11,79,77,41,36,10,37,95,none
10,92,73,30,20,10,79,77,41,36,10,39,95,none
0,60,15,30,20,20,80,78,40,35,10,30,96,initial
1,71,15,35,20,19,80,78,39,34,10,29,96,new_ice_discovery
2,71,24,35,20,19,80,78,38,33,10,32,96,none
3,79,29,35,20,13,80,79,37,32,10,30,96,none
4,72,42,35,20,15,79,79,37,32,10,36,96,none
5,72,50,35,20,14,79,78,37,32,10,38,96,none
6,79,54,35,20,11,79,77,37,32,10,37,96,none
7,87,59,35,20,5,80,78,37,32,10,35,96,none
8,87,67,35,20,4,79,78,37,32,10,37,96,none
9,79,78,35,20,8,79,77,37,32,10,43,96,none
10,93,81,35,20,8,79,76,33,28,10,39,96,earth_tension
0,60,15,30,20,20,80,78,40,35,10,30,97,initial
1,66,17,30,20,19,80,78,40,35,10,29,97,none
2,65,24,35,20,25,80,78,40,35,26,34,97,japanese_breakthrough
3,72,28,35,20,22,80,78,39,34,26,33,97,none
4,75,35,35,20,22,80,77,38,33,30,33,97,none
5,82,39,35,20,19,80,77,37,32,30,32,97,none
6,91,42,35,20,20,81,77,37,32,30,30,97,new_ice_discovery
7,98,47,35,20,14,81,78,37,32,30,28,97,none
8,98,51,35,30,11,80,78,37,32,30,27,97,mars_breakthrough
9,98,55,35,40,8,81,79,37,32,30,26,97,mars_breakthrough
10,98,58,35,40,8,81,79,37,32,30,26,97,none
0,60,15,30,20,20,80,78,40,35,10,30,98,initial
1,67,19,30,20,17,79,78,40,35,10,29,98,none
2,66,26,30,20,19,79,79,40,35,10,32,98,none
3,74,31,30,20,13,79,78,39,34,10,30,98,none
4,81,35,30,20,10,80,78,38,33,10,29,98,none
5,81,43,30,20,9,79,79,38,33,10,31,98,none
6,80,50,30,20,11,79,79,38,33,10,34,98,none
7,87,54,30,20,8,80,79,38,33,10,33,98,none
8,94,58,30,20,5,79,78,38,33,10,32,98,none
9,94,66,30,20,4,78,79,38,33,10,34,98,none
10,98,71,30,20,0,78,78,38,33,10,32,98,none
0,60,15,30,20,20,80,78,40,35,10,30,99,initial
1,61,25,30,20,17,80,78,40,35,10,32,99,none
2,53,40,30,20,17,80,78,40,35,10,39,99,chinese_base_accident
3,59,43,30,20,17,80,78,41,36,10,39,99,none
4,57,48,30,20,21,80,79,42,37,10,42,99,none
5,60,55,30,20,21,81,79,43,38,14,42,99,none
6,74,58,30,20,21,82,79,39,34,14,38,99,earth_tension
7,82,63,30,20,15,82,79,39,34,14,36,99,none
8,81,70,30,20,17,82,79,39,34,14,39,99,none
9,89,75,30,30,11,81,79,39,34,14,37,99,mars_breakthrough
10,90,85,30,30,8,80,79,39,34,14,39,99,none
0,60,15,30,20,20,80,78,40,35,10,30,100,initial
1,71,19,34,19,17,81,77,39,34,14,34,100,rare_unknown
2,77,22,34,19,17,80,77,38,33,14,34,100,none
3,80,27,34,34,14,81,76,37,32,14,34,100,mars_breakthrough
4,79,34,34,34,16,81,76,36,31,14,37,100,none
5,86,38,34,34,13,81,76,35,30,14,36,100,none
6,80,50,34,34,16,81,76,35,30,18,41,100,us_base_accident
7,80,59,34,34,16,80,76,35,30,18,44,100,none
8,80,67,34,34,15,80,76,35,30,18,46,100,none
9,81,77,34,34,12,80,75,35,30,18,48,100,none
10,87,80,34,34,12,80,75,35,30,18,48,100,none
